"Tag","Text"
"p","Workshop"
"p","S.No"
"p","Name of Workshop"
"p","Name of the Coordinator"
"p","Deptt."
"p","Duration"
"p","1"
"p","Advance Techniques for Material Characterization"
"p","Prof. Uma Batra"
"p","Metallurgy"
"p","06/11/2012"
"p","2"
"p","One Workshop on Enhancement of R&D Activities"
"p","Prof. P.S Satsangi"
"p","Aeronautical"
"p","30/11/2012"
"p","3"
"p","The role & importance of basic sciences and humanities in U.G Engg. programe & revision of existing curriculum"
"p","Prof. Sucheta"
"p","Applied Science"
"p","23/03/2013"
"p","4"
"p","Design and Simulation of Photonic Communication System"
"p","Prof. Neelam R. Prakash"
"p","Prof. Neena Gupta"
"p","E&EC"
"p","25/01/2013"
"p","5"
"p","Photonics System and Network Design"
"p","Prof. Neelam R. Prakash"
"p","Prof. Neena Gupta"
"p","E&EC"
"p","06/02/2013"
"p","6"
"p","Recent Trends in Renewal Energy Sources"
"p","Prof. Tarlochan kaur"
"p","Electrical"
"p","13/03/2013"
"p","7"
"p","Quality Management System in Tube Manufacturing"
"p","Prof. Uma Batra"
"p","Metallurgy"
"p","08/03/2013"
"p","8"
"p","Development in Renewal Energy Sources"
"p","Prof. Balwinder Singh"
"p","Electrical"
"p","27/02/2013 to 01/03/2013"
"p","Conference"
"p","S. No"
"p","Name of Conference"
"p","Name of the Coordinator"
"p","Deptt."
"p","Duration"
"p","1"
"p","Half Day Round Table Conference with DIT “Critical Information Infrastructure Protection – Towards a Cyber Safe City”"
"p","Prof. Sanjeev Sofat"
"p","CSE"
"p","28/08/2012"
"p","2"
"p","National Conference on “Recent Advances in power System (RARS - 2014)"
"p","Prof. Balwinder Singh"
"p","Electrical"
"p","28/06/2014"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 48","https://pec.ac.in/yrf/about-programme"
"Title: About the Programme | Punjab Engineering College"
"p","Quick Links"
"p","The mission of this program is to provide undergraduates at PEC University of Technology opportunities to conduct research with a focus on innovation and venturing."
"p","The program allows carrying out research in any discipline, working with any faculty or research scholar across departments and centers of excellence so as to encourage undergraduates to look for opportunities beyond their own discipline. Cross functional research projects are encouraged in this program."
"p","In addition to working on a research project with faculty or research scholars, undergraduates may get an opportunity for presenting in a conference, or writing for the Undergraduate Science Journal, so that they become a key part of research being conducted at PEC University of Technology."
"p","The objective of this program is to enhance innovation quotient of PEC University of technology by:"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 49","https://pec.ac.in/norms-and-forms"
"Title: Norms and Forms | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 50","https://pec.ac.in/research/contacts"
"Title: Contacts | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 51","https://pec.ac.in/campus-life"
"Title: Campus Life | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 52","https://pec.ac.in/current-students"
"Title: Students | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 53","https://pec.ac.in/facilities"
"Title: Facilities | Punjab Engineering College"
"p","Quick Links"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 54","https://pec.ac.in/events/mou-signed-between-pec-and-bansal-envirotech"
"Title: MoU signed between PEC and Bansal EnviroTech | Punjab Engineering College"
"p","Quick Links"
"p","The Memorandum of Understanding was signed between Punjab Engineering College (Deemed to be University) and Bansal EnviroTech today i.e. March 4, 2020. Bansal EnviroTech is a start up that has undertaken ventures for providing waste management solutions for Industries and aspire to serve as a premier organisation for waste management and environmental solutions;"
"p","MoU between both the organisations has been signed recognising the importance of research and development in the areas of Environmental Engineering and Civil Engineering, as well as offering industrial exposure to academic institutions; and both collectively feel the need for creation of large reservoir of highly qualified and skilled human resources in all fields related to Environmental Engineering and Civil Engineering; Under this collaboration it is envisaged to exchange of personnel, through deputation or any other means, as per the rules of the respective Parties, for limited periods as mutually agreed upon; organisation of joint conferences, talks and seminars; imparting practical training of PEC students at operational sites and offices of Bansal EnviroTech; extending guidance by Bansal EnviroTech of students and researchers for projects, theses or dissertations under the fields of Engineering and other areas of interest on mutually agreeable terms; PEC faculty member/s, will be providing assistance for the purpose of design vetting, introduction of technology, improvement of technology, conceptual research, amongst other as remains within the ambit of study of PEC; or mutually agreed terms and conditions on case to case basis and several other research and consulting based activities."
"p","PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life."
"p","A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India."
"p","PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi."
"p","All Top Stories"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 55","https://pec.ac.in/events/mou-signed-between-pec-and-kisco-india-private-limited-kipl"
"Title: MoU signed between PEC and KISCO India Private Limited (KIPL) | Punjab Engineering College"
"p","Quick Links"
"p","The Memorandum of Understanding was signed between Punjab Engineering College (Deemed to be University) and KISCO India Private Limited (KIPL) today i.e. March 4, 2020. Mr. Rohit Khanna, Managing Director of KISCO India Private Limited (KIPL) under CSR Initiative established the scholarship for needy students of PEC who are financially unde privileged. The scholarship has been designed for a student to assist their family financially to pay the fees of the student during his/ her graduation from PEC. This scholarship is an attempt to help all such students to fulfil their dreams for them and the company will become the driving force for you to graduate from college. The company will remit the scholarship money to the PEC authorities on semester basis, which includes their tuition fees, Hostel Fees and all other misc. fees subject to maximum capping. Three students will be sponsored on the basis of predefined criteria and these students will be considered annually. PEC would match all scholarships initially and for all 3 selected students."
"p","PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life."
"p","A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India."
"p","PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi."
"p","All Top Stories"
"p","Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012"
"Url: 56","https://pec.ac.in/events/homecoming-2020-first-annual-alumni-meet"
"Title: Homecoming 2020: First Annual Alumni Meet | Punjab Engineering College"
"p","Quick Links"
"p","Punjab Engineering College (Deemed to be University), Chandigarh proudly hosted its first annual Alumni Meet ‘Homecoming 2020’ with much grandeur and vibrance. 15th February 2020 finally commenced after weeks of hard-work and the day dawned with over hundreds of alumni of various batches starting from 1943, all meeting each other from various spheres of the globe, coming together with the same enthusiasm they shared during their college days. The batches of 1960,1970,1985,1995 and 2005 were felicitated on the occasion of completing their Diamond, Golden, Coral, Silver and Crystal Jubilees respectively. The college ground was lit up with lights and décor as it welcomed back its students from the past years. This day will be marked in history as a remarkable day not just for the alumni but everyone present there, including the faculty and the currently enrolled students. There was an abundance of smiles, laughter, nostalgic stories and memories being spread around in the air. Homecoming 2020 offers the road down memory lane and a path to creating new ones."
"p","As every auspicious ceremony should begin, this event began with the lighting of the lamp. Following this, Dean Alumni, Corporate and International Relations, Dr. Divya Bansal in her address informed how within five weeks the event was pulled off and total registrations with families had exceeded 1000. She also shed some light on how the engagement with the alumni had tremendously improved in the last three months with all possible communication media used to reach the alumni world over including Facebook, linked in, emails, phones calls, WhatsApp. As a result alumni from all over the world including Malaysia, Australia, US, Nepal, Canada, London attended the event. The Director of the institute, Dr. Dheeraj Sanghi, who had joined the college last year and has made immense improvements within the span of a year, also addressed the crowd. PEC celebrated and cherished 4 of its distinguished alumni by presenting them with an award. Amongst them were Mr.Sandeep Bakhshi (Director and CEO of ICICI Bank for the past 32 years, who has handled various assignments across the group in ICICI Limited, ICICI Lombard General Insurance, ICICI Bank and ICICI Prudential Life Insurance and graduated PEC in 1982) whose presence we missed, Mr. Sanjeev Aggarwal (Founder and CEO of Daksh, rated as the World's Best Managed BPO Company (Black Book of Outsourcing) and was ranked as the #1 employer in Indian BPO market by IDC. He was chosen ""Ernst & Young Entrepreneur of the year"" in 2002), Mr. Sanjay Bhatia (Chairman, Mumbai Port Trust. Before that he was working as Vice Chairman and Managing Director of City & Industrial Development Corporation of Maharashtra Ltd (CIDCO). He graduated PEC in 1982), Mr. Yogesh Lohiya (He is a 1973 graduate in Production Engineering. He was Chairman cum Managing Director of General Insurance Corporation (GIC) of India from 2007 to 2011. He was also MD and CEO of Iffco Tokio General Insurance Ltd from 2013 to 2017)."
